"","CreatedDateKey","Value","n","Key","GTS_Category"
"1",2020-12-16,"Speciality",6291,"ProductCategory","AZ Enablement/Whitelisting"
"2",2020-12-16,"Standard",1897,"ProductCategory","AZ Enablement/Whitelisting"
"3",2020-12-16,"Lifecycle",354,"ProductCategory","AZ Enablement/Whitelisting"
"4",2020-12-16,"DSv2 Promo Series",693,"ProductName","AZ Enablement/Whitelisting"
"5",2020-12-16,"Dv2 Promo Series",693,"ProductName","AZ Enablement/Whitelisting"
"6",2020-12-16,"MS Series",633,"ProductName","AZ Enablement/Whitelisting"
"7",2020-12-16,"Mv2 Series",537,"ProductName","AZ Enablement/Whitelisting"
"8",2020-12-16,"NCSv3 Series",531,"ProductName","AZ Enablement/Whitelisting"
"9",2020-12-16,"NV Promo Series",483,"ProductName","AZ Enablement/Whitelisting"
"10",2020-12-16,"NV Series",483,"ProductName","AZ Enablement/Whitelisting"
"11",2020-12-16,"NVSv3 Series",482,"ProductName","AZ Enablement/Whitelisting"
"12",2020-12-16,"LSv2 Series",459,"ProductName","AZ Enablement/Whitelisting"
"13",2020-12-16,"NVv4 Series",435,"ProductName","AZ Enablement/Whitelisting"
"14",2020-12-16,"NC Promo Series",408,"ProductName","AZ Enablement/Whitelisting"
"15",2020-12-16,"NC Series",408,"ProductName","AZ Enablement/Whitelisting"
"16",2020-12-16,"NDS Series",408,"ProductName","AZ Enablement/Whitelisting"
"17",2020-12-16,"H Promo Series",331,"ProductName","AZ Enablement/Whitelisting"
"18",2020-12-16,"H Series",331,"ProductName","AZ Enablement/Whitelisting"
"19",2020-12-16,"NCSv2 Series",279,"ProductName","AZ Enablement/Whitelisting"
"20",2020-12-16,"NDv2 Series",258,"ProductName","AZ Enablement/Whitelisting"
"21",2020-12-16,"DS Series",129,"ProductName","AZ Enablement/Whitelisting"
"22",2020-12-16,"HB Series",129,"ProductName","AZ Enablement/Whitelisting"
"23",2020-12-16,"HC Series",129,"ProductName","AZ Enablement/Whitelisting"
"24",2020-12-16,"G Series",75,"ProductName","AZ Enablement/Whitelisting"
"25",2020-12-16,"GS Series",75,"ProductName","AZ Enablement/Whitelisting"
"26",2020-12-16,"LS Series",75,"ProductName","AZ Enablement/Whitelisting"
"27",2020-12-16,"DSv2 Series",27,"ProductName","AZ Enablement/Whitelisting"
"28",2020-12-16,"DCSV2 Series",26,"ProductName","AZ Enablement/Whitelisting"
"29",2020-12-16,"Dv2 Series",24,"ProductName","AZ Enablement/Whitelisting"
"30",2020-12-16,"EdSv4 Series",1,"ProductName","AZ Enablement/Whitelisting"
"31",2020-12-16,"US East",5540,"RegionName","AZ Enablement/Whitelisting"
"32",2020-12-16,"US West 2",2649,"RegionName","AZ Enablement/Whitelisting"
"33",2020-12-16,"UK South",350,"RegionName","AZ Enablement/Whitelisting"
"34",2020-12-16,"Europe West",3,"RegionName","AZ Enablement/Whitelisting"
"35",2020-12-16,"Hero",8542,"RegionType","AZ Enablement/Whitelisting"
"36",2020-12-16,"Int C&E Prod",8539,"CustomerSegment","AZ Enablement/Whitelisting"
"37",2020-12-16,"EA",2,"CustomerSegment","AZ Enablement/Whitelisting"
"38",2020-12-16,"BizSpark Plus",1,"CustomerSegment","AZ Enablement/Whitelisting"
"39",2020-12-16,"0B478641-52E4-4162-ABAD-B69EE3972E71",46,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"40",2020-12-16,"1827F42D-A293-4571-8A8B-40784C230D79",46,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"41",2020-12-16,"24AAC6DA-D17B-49B5-8EA5-86B977B92CC1",46,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"42",2020-12-16,"35969C21-F54A-4929-873D-3E3D064CD217",46,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"43",2020-12-16,"3640DB26-724E-4BA2-8490-0BE841836AB1",46,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"44",2020-12-16,"47908B49-3A18-4C3A-B034-FFDAD1181B7B",46,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"45",2020-12-16,"9D5A066A-5D37-4A4B-A08D-C324F60E7399",46,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"46",2020-12-16,"D7FC4396-BFDD-4F4F-9A3A-104CF1F2DF3F",46,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"47",2020-12-16,"F5F73288-B532-4C8F-8380-89B07FEEA587",46,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"48",2020-12-16,"034B49EC-41DA-4CA0-9AF8-B97856EEEE43",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"49",2020-12-16,"03BD5E6B-679B-49BA-B351-0F19B464DD92",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"50",2020-12-16,"044B5C37-E6AA-4A72-AAB7-0CAE3B762D3C",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"51",2020-12-16,"0E1196B7-06C6-4A41-A44B-A9FE0816DF64",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"52",2020-12-16,"0FDCAFF1-FD52-4C53-AAB8-A94DC2541EA7",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"53",2020-12-16,"102066BC-0D5E-44A2-8610-DF1F426B810C",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"54",2020-12-16,"12134999-B5BC-4702-BB3A-C59A5CA53687",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"55",2020-12-16,"152F5AD6-1A51-42EA-9F4B-73BF0E93FF54",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"56",2020-12-16,"18C29BB7-0EA6-48FA-95A3-798368A34F2A",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"57",2020-12-16,"1D584535-DBA4-458B-AC9E-E5386CC4F02A",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"58",2020-12-16,"1E76898E-2083-4C70-B06F-404D60D4DAA0",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"59",2020-12-16,"1F4ADB48-6A83-4EF0-85C1-5C476BD4BA9B",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"60",2020-12-16,"1F89E6E2-B6BD-4CF0-AA1F-3675816CE49A",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"61",2020-12-16,"2107DABE-9078-4D85-83B2-F57B4938E9ED",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"62",2020-12-16,"216F5DAF-ED99-4D83-92D4-50461C9E47D8",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"63",2020-12-16,"2182D03E-2B2E-47AF-AAA1-5F104392F5E1",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"64",2020-12-16,"23AE7FFD-186C-4DA1-B693-864A08BDE214",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"65",2020-12-16,"26312C21-341E-4554-95D6-2D64F2C1016E",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"66",2020-12-16,"27571B9F-0AF5-4538-9F05-D16634C002C2",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"67",2020-12-16,"296BFA15-0466-4043-8AB6-2B30BFC17626",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"68",2020-12-16,"2B0BEFEB-CF74-4EFD-95C4-3B97CC332C0E",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"69",2020-12-16,"2DC4F4C1-B43F-47FF-A558-5190D2CA853A",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"70",2020-12-16,"30B8A89B-BFA0-468C-97CA-978D99306274",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"71",2020-12-16,"30FA51D5-047C-493D-8252-202789C14B38",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"72",2020-12-16,"321F6A43-C82E-4963-90AC-C75D0FA2EBBC",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"73",2020-12-16,"3AC7152E-B916-4B24-97E0-B629DF93CCB2",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"74",2020-12-16,"3C4AA5A4-A761-42B9-AD1E-B2260A438E58",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"75",2020-12-16,"3D194BFE-F0A4-4EDA-A30C-E8BE4A3EA81E",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"76",2020-12-16,"3D844FE8-1815-4E98-879B-FA94A500796C",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"77",2020-12-16,"417A3B8A-1EF9-4E39-9CEF-8CA447CF90B8",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"78",2020-12-16,"4524BCCC-700D-4916-8E09-AA5A1836F128",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"79",2020-12-16,"4E9734C8-92DC-4F59-A53C-9D5FA1EE8F52",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"80",2020-12-16,"5117FBE9-94AF-4E33-9CB3-5169ACD32C8A",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"81",2020-12-16,"52A232EC-51DF-40DD-8A78-2F615B139772",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"82",2020-12-16,"542EE1BE-1338-456E-BF24-B47B71BA1386",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"83",2020-12-16,"549F09B7-E0C2-44E1-A94B-4C40B8952582",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"84",2020-12-16,"558F1C9D-A9EC-4127-A946-733C2CF47DEB",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"85",2020-12-16,"65136E93-9602-4490-B667-23ADA70B2DEB",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"86",2020-12-16,"6AF2F986-5A52-46C1-973D-EC3C8B852BF0",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"87",2020-12-16,"6AFEF4F6-67B5-4D5B-BC03-BAA519BA31B5",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"88",2020-12-16,"6B5094EF-0A50-4721-872B-AFD180A2CE13",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"89",2020-12-16,"6C55617D-F1A7-4DF2-9517-376496958253",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"90",2020-12-16,"6C92CD9A-6500-493E-997D-D594A3E4DF21",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"91",2020-12-16,"6CDBB09A-22D1-4282-877A-AED2BADF6FA2",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"92",2020-12-16,"6EAB038C-8274-4DCB-BDCB-EA278D34D41C",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"93",2020-12-16,"6F56135E-FA29-4212-B498-896C030D3A7F",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"94",2020-12-16,"74902EF4-EB83-45E7-AE8B-2A7A6F0B3F9F",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"95",2020-12-16,"7790872A-5FC1-40CA-8FB1-ADD11F37E3BD",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"96",2020-12-16,"7822C5F0-B41C-4DFE-94EF-D00A81691F0E",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"97",2020-12-16,"7C11A5DD-582F-43AE-ACEC-4D21394B75C0",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"98",2020-12-16,"7D2581D0-9D92-4F06-A2A4-1E938DEFC6B4",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"99",2020-12-16,"7DC287B8-2AE7-4300-A7E5-9983860AE0DA",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"100",2020-12-16,"7DE34312-5F69-4473-A26A-FA180B1DD252",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"101",2020-12-16,"7EB325E5-5D4F-4934-8D00-3ABFC9E2FCB4",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"102",2020-12-16,"8116FA88-CB71-472A-8DF5-89E8CC82D823",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"103",2020-12-16,"83A94090-34BC-48F1-8075-E9BAB3725E75",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"104",2020-12-16,"85B84E61-0A6F-4409-A1AC-15AACC4CC88C",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"105",2020-12-16,"89362B90-C37C-4E15-BA68-8B72429DA6BE",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"106",2020-12-16,"89396C9F-DEAF-46DF-A35C-566DDA37DD60",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"107",2020-12-16,"8A46D6E1-D306-40CD-91A0-BC4E1B6007CE",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"108",2020-12-16,"8B6B00BC-A7AC-437A-A3B6-54C1351B3B85",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"109",2020-12-16,"8E8B6F37-CB0E-4C62-B01F-5C305313A1E2",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"110",2020-12-16,"8ED907FD-92A9-43CD-B31C-155379D5A10E",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"111",2020-12-16,"912324CE-34DF-4257-953A-CF841D2BF374",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"112",2020-12-16,"91DD5ABF-37F2-409A-9915-BC4DBEADC63F",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"113",2020-12-16,"931D4E30-8C4C-4D58-820F-1E40FD283621",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"114",2020-12-16,"93BD6D32-35A5-4176-929E-F7335882CCD6",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"115",2020-12-16,"96B39F6E-B96A-4221-876D-8B8EEEFA51B6",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"116",2020-12-16,"9836A83B-D2D6-407A-8202-D4A6D597F67E",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"117",2020-12-16,"9CC9239D-8163-4198-AE7F-A0CF0F8AF174",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"118",2020-12-16,"9F701F88-3826-4009-9862-0B48B3DE9558",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"119",2020-12-16,"A31CEF17-B1BF-49F5-B154-11046D3778F1",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"120",2020-12-16,"A38ED0D7-625E-4555-A0DE-3496D2A7229C",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"121",2020-12-16,"A68F6A04-4A37-41C5-A1F9-73154947BE53",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"122",2020-12-16,"A7F8B7E1-7133-4B2C-9E46-C744B39B2901",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"123",2020-12-16,"AAC30E71-EA8D-414A-A175-433B7870295D",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"124",2020-12-16,"AC96F467-ECA4-41DF-A9CD-2BFAA6C63417",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"125",2020-12-16,"AF98AC20-EF1F-403B-A894-BF970ACEC457",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"126",2020-12-16,"B24F371C-BD20-4F65-A7E1-F38D4B575B2E",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"127",2020-12-16,"B3719E20-4EC1-4499-9BAF-7D121E462363",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"128",2020-12-16,"B60D6EC5-F65A-4BAC-89EF-C6C0EAF48345",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"129",2020-12-16,"B816C72E-E8AD-491A-92C4-0B25F0FBD870",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"130",2020-12-16,"BDA86DEB-4EE5-4DE5-B319-5E0E62A48784",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"131",2020-12-16,"BEB8D97B-02D1-4B48-A2CF-DD83E0809DE9",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"132",2020-12-16,"BFBF4AD7-612D-464F-B7E4-746101FC1887",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"133",2020-12-16,"BFD71E88-A4F7-411E-BEDC-7A3CAFD2D9CA",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"134",2020-12-16,"C1332F19-1178-4B74-A741-70650B12A4D0",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"135",2020-12-16,"C21B2E80-065C-4F5C-B595-51B80FB5E21B",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"136",2020-12-16,"C272C96F-BCFD-4672-9C40-AD0FDFAFA675",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"137",2020-12-16,"C39B6DC7-1BB9-4196-B6C4-050D2951C070",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"138",2020-12-16,"C6BDDC70-1B71-469C-807A-CB49C4AFBCD7",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"139",2020-12-16,"C9A5C6C8-B600-4359-93B8-6594C0770E0D",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"140",2020-12-16,"CB914096-3661-4E65-A0F4-5CEF894910ED",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"141",2020-12-16,"CC945074-5934-40E5-8798-1CDB675DB6CD",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"142",2020-12-16,"CE34C6CF-4A55-4A77-B30F-69E202A00AEB",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"143",2020-12-16,"CEF9D04F-7821-498D-B722-4854611639C1",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"144",2020-12-16,"CF34F1E0-B64E-4F0E-9242-7E06049A99B1",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"145",2020-12-16,"D1007A98-EA6A-4957-99F0-9355A9604ED0",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"146",2020-12-16,"D3D6B807-A681-4EC6-A3D6-83B130132195",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"147",2020-12-16,"D45E3C0C-B5DD-4979-B951-01CE5069B5CE",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"148",2020-12-16,"D8B5C7C8-A928-4883-9AAF-28026310A171",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"149",2020-12-16,"D9F9B3CF-5AAF-41B8-8669-35A9B0766EE0",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"150",2020-12-16,"DA6A22C4-1B61-42D0-8B83-B6C339B309D7",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"151",2020-12-16,"DAF8E07D-7721-4BF4-9CC7-D8D44E14F4DF",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"152",2020-12-16,"DCAAED3E-03EC-417D-9B3E-E2C6CD71E67B",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"153",2020-12-16,"DD5B0DC8-BD3A-4607-8600-EE31D090F368",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"154",2020-12-16,"DD8DA8E5-3034-4C3C-92E6-2DF1C40AF1CA",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"155",2020-12-16,"E1B0B46A-9F14-4E6F-9541-350852818D4B",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"156",2020-12-16,"E3598811-85F4-4848-9DE2-F7F6D903E2DA",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"157",2020-12-16,"E8655D43-8F8A-4A93-B32B-E2E90736D31B",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"158",2020-12-16,"EC4E915F-13C2-4676-BE83-8CE3B15DB763",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"159",2020-12-16,"ECCC71E7-9D50-4DC1-A679-F63C886105A1",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"160",2020-12-16,"EDA2AF1A-B364-4310-AC7C-B4BC0AA7AC37",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"161",2020-12-16,"EF3F6D8E-ECD6-4E8E-BC2E-3760834FA2DB",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"162",2020-12-16,"F256DCBD-D5D3-4EB9-B233-E53B9DDAEEA5",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"163",2020-12-16,"F6CFBB6D-63DE-4916-902C-848B0A88C143",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"164",2020-12-16,"F93831DD-62EC-4662-BCFF-066D2BB363F2",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"165",2020-12-16,"FB0610C9-492F-4BBC-B711-9000A5401C55",43,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"166",2020-12-16,"2522AD98-1383-4081-9729-F345F7007AA7",41,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"167",2020-12-16,"30891FEA-0413-46DE-86A8-02B3B0A70F76",38,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"168",2020-12-16,"62BCEBE2-DED1-410C-881D-BB607C7A9E74",38,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"169",2020-12-16,"020C90D8-0A88-49D8-A5DD-93123518AD5D",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"170",2020-12-16,"0BA052D5-D228-4FE1-81B3-CC9B6756376F",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"171",2020-12-16,"1390F6EE-E759-4461-9257-BF8B885BFD70",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"172",2020-12-16,"1417AA9F-0A25-4186-9D37-1183B95EA437",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"173",2020-12-16,"16142FF6-B28F-4B65-8E4C-A56695761833",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"174",2020-12-16,"1A0E11A2-698D-4230-81E3-5AFD49F578C6",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"175",2020-12-16,"1A8AF5C1-F2E7-4744-8FFF-60D2BE58EA2B",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"176",2020-12-16,"1BE3FFC5-9C6E-4D98-AB67-FBF2CA320580",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"177",2020-12-16,"1C6A28DB-48D3-47EC-98BB-E7D6EE95DDA4",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"178",2020-12-16,"205EE49E-D0CA-41D2-B93E-F568E627BDE1",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"179",2020-12-16,"21A2FA55-BC07-41BA-8391-9B7DBE9D76E3",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"180",2020-12-16,"23D4398F-C189-4F0A-A880-02CFAF155723",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"181",2020-12-16,"26CE3D94-1F82-4250-B3B0-5A6657086472",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"182",2020-12-16,"2B9FE052-6106-4F92-A909-06E0DF007881",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"183",2020-12-16,"2BF8EF95-121F-4921-BF19-18D7D4E09CC4",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"184",2020-12-16,"2CBC7976-BCA1-498A-9ECC-2FC6CF2BA08A",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"185",2020-12-16,"2D47B05B-2D5F-494D-9E29-371432756A9F",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"186",2020-12-16,"31E066F9-58F8-4F21-B284-911BC7598595",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"187",2020-12-16,"3513F449-C003-459A-B60E-EC7CCA83F678",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"188",2020-12-16,"37E8174C-6EDD-4E70-BA01-7DB2A176275B",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"189",2020-12-16,"3C5ED758-A9D7-41B5-88A2-EB574F983395",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"190",2020-12-16,"3CDF321F-73CE-4A78-B0E7-DBA6B6F8D7A4",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"191",2020-12-16,"3D0181BA-A922-41E7-B2F6-B4F8C86DD401",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"192",2020-12-16,"3E2B1361-6B9E-42C8-9933-3082F20FFF5A",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"193",2020-12-16,"43A19581-3AF5-4267-A2CC-5EBC02A4C530",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"194",2020-12-16,"45214083-B72A-4813-BF79-1AE6079BAAD5",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"195",2020-12-16,"47A46440-AD69-4837-AB33-6CB6BD2A54F9",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"196",2020-12-16,"48A71678-9912-4173-B328-424E23ECEB03",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"197",2020-12-16,"4BC88F3E-596C-430B-A4D7-79C367B84869",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"198",2020-12-16,"4FD805EC-625A-4431-869A-CF3D70204EE4",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"199",2020-12-16,"51140CB8-42F6-404C-8041-101D6DE40E7D",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"200",2020-12-16,"5346268E-68DC-4772-835C-D2995817644A",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"201",2020-12-16,"55FF1B65-A554-4BFA-B4FB-9A1FB44597EC",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"202",2020-12-16,"611E003D-3100-4453-9B48-6C6DEDC24B3C",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"203",2020-12-16,"61456FC0-0298-4BE9-9903-042258A563FF",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"204",2020-12-16,"618BEC1A-FCF2-4BA7-ADA8-1837D46BDE44",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"205",2020-12-16,"780D9F72-DE4A-4165-ACCA-DCA1A5B9D536",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"206",2020-12-16,"79A1229B-D943-4E28-B9DB-93AC9C94785D",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"207",2020-12-16,"79F2CE93-B456-4742-9E2B-D62D7D83C4A1",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"208",2020-12-16,"836975CF-EDA1-431C-9E66-4BFE37B0BB0B",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"209",2020-12-16,"8434C3A0-03E5-427F-8B58-93DC9033BA9A",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"210",2020-12-16,"872AF457-B189-47C7-ABEC-37BC7F72341C",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"211",2020-12-16,"89325290-8AC5-4FE8-B5F9-432520E6A4AF",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"212",2020-12-16,"8BAEE6ED-7A21-422A-BB9E-92243C0207A9",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"213",2020-12-16,"8C7B7BEA-B3E6-468A-A961-F0C8FF47CB20",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
"214",2020-12-16,"90579459-857B-41CA-A062-F98FDBBDA265",35,"CustomerSubscriptionId","AZ Enablement/Whitelisting"
